0917,1,0000000007,600001,10.220,10100
0919,2,0000000005,600001,11.396,10100
0920,1,0000000002,600001,10.475,70100
0925,2,0000000004,600001,11.785,90100
0920,1,0000000008,600001,10.245,10100
0917,2,0000000002,600001,11.420,10100
0925,1,0000000006,600001,10.099,40100
0915,2,0000000005,600001,11.543,40100
0923,1,0000000009,600001,10.260,80100
0916,2,0000000003,600001,11.330,100
0918,1,0000000007,600001,10.402,40100
0915,2,0000000007,600001,11.175,70100
0917,1,0000000007,600001,10.263,40100
0917,2,0000000002,600001,11.452,60100
0919,1,0000000002,600001,10.495,10100
0916,2,0000000007,600001,11.678,80100
0918,1,0000000005,600001,10.325,80100
0924,2,0000000009,600001,11.211,30100
0923,1,0000000007,600001,10.138,100
0919,2,0000000008,600001,11.212,30100
0923,1,0000000006,600001,10.469,50100
0925,2,0000000004,600001,11.386,40100
0918,1,0000000005,600001,10.408,70100
0921,2,0000000002,600001,11.252,80100
0917,1,0000000005,600001,10.402,60100
0921,2,0000000001,600001,11.453,30100
0919,1,0000000002,600001,10.169,50100
0916,2,0000000007,600001,11.638,70100
0921,1,0000000008,600001,9.995,80100
0918,2,0000000001,600001,11.250,100
0922,1,0000000007,600001,10.040,10100
0922,2,0000000006,600001,11.737,20100
0922,1,0000000001,600001,10.217,20100
0916,2,0000000001,600001,11.731,100
0916,1,0000000004,600001,10.371,40100
0922,2,0000000006,600001,11.701,70100
0923,1,0000000004,600001,10.024,40100
0916,2,0000000008,600001,11.232,20100
0915,1,0000000002,600001,10.115,90100
0923,2,0000000002,600001,11.833,100
0916,1,0000000007,600001,10.295,40100
0915,2,0000000007,600001,11.232,70100
0916,1,0000000004,600001,9.909,10100
0924,2,0000000005,600001,11.251,80100
0923,1,0000000008,600001,10.128,30100
0922,2,0000000003,600001,11.226,60100
0917,1,0000000002,600001,10.054,20100
0925,2,0000000004,600001,11.863,40100
0922,1,0000000007,600001,10.177,50100
0925,2,0000000005,600001,11.494,10100
0915,1,0000000001,600001,10.293,50100
0916,2,0000000001,600001,11.233,100
0915,1,0000000003,600001,10.156,50100
0922,2,0000000002,600001,11.377,80100
0921,1,0000000002,600001,9.901,10100
0925,2,0000000008,600001,11.167,20100
0919,1,0000000009,600001,10.382,90100
0919,2,0000000005,600001,11.454,80100
0922,1,0000000006,600001,10.172,100
0925,2,0000000009,600001,11.183,90100
0924,1,0000000003,600001,10.478,50100
0917,2,0000000004,600001,11.225,80100
0925,1,0000000008,600001,10.005,10100
0924,2,0000000006,600001,11.300,90100
0924,1,0000000009,600001,10.326,20100
0917,2,0000000004,600001,11.493,50100
0917,1,0000000004,600001,10.497,20100
0921,2,0000000008,600001,11.720,10100
0924,1,0000000008,600001,9.971,90100
0925,2,0000000006,600001,11.451,90100
0918,1,0000000003,600001,10.240,90100
0916,2,0000000003,600001,11.422,60100
0918,1,0000000004,600001,9.981,60100
0915,2,0000000003,600001,11.275,50100
0924,1,0000000003,600001,10.215,80100
0917,2,0000000006,600001,11.646,100
0919,1,0000000008,600001,10.158,30100
0921,2,0000000008,600001,11.818,80100
0922,1,0000000001,600001,9.990,20100
0922,2,0000000006,600001,11.895,30100
0918,1,0000000002,600001,10.496,60100
0921,2,0000000001,600001,11.800,80100
0917,1,0000000001,600001,9.923,100
0924,2,0000000007,600001,11.632,40100
0920,1,0000000001,600001,9.901,70100
0917,2,0000000004,600001,11.718,80100
0922,1,0000000005,600001,10.068,30100
0924,2,0000000006,600001,11.679,30100
0923,1,0000000009,600001,10.156,50100
0925,2,0000000002,600001,11.241,90100
0918,1,0000000008,600001,10.274,30100
0916,2,0000000006,600001,11.722,10100
0921,1,0000000005,600001,10.440,60100
0920,2,0000000004,600001,11.718,40100
0925,1,0000000005,600001,10.001,20100
0920,2,0000000001,600001,11.521,20100
0925,1,0000000003,600001,10.100,50100
0918,2,0000000002,600001,11.392,30100
0917,1,0000000006,600001,9.924,60100
0923,2,0000000009,600001,11.420,10100
0924,1,0000000003,600001,10.379,10100
0922,2,0000000007,600001,11.303,30100
0915,1,0000000006,600001,10.251,80100
0922,2,0000000006,600001,11.758,70100
0922,1,0000000007,600001,9.985,40100
0917,2,0000000002,600001,11.512,30100
0924,1,0000000001,600001,10.235,100
0923,2,0000000005,600001,11.589,10100
0923,1,0000000004,600001,10.430,40100
0923,2,0000000009,600001,11.617,70100
0920,1,0000000005,600001,10.395,40100
0922,2,0000000002,600001,11.102,30100
0921,1,0000000009,600001,10.400,60100
0925,2,0000000006,600001,11.172,40100
0916,1,0000000007,600001,9.933,80100
0921,2,0000000006,600001,11.743,40100
0915,1,0000000008,600001,10.500,40100
0920,2,0000000005,600001,11.215,90100
0916,1,0000000001,600001,10.454,50100
0918,2,0000000002,600001,11.242,10100
0916,1,0000000006,600001,10.030,40100
0924,2,0000000004,600001,11.694,70100
0920,1,0000000002,600001,10.100,80100
0918,2,0000000009,600001,11.543,70100
0918,1,0000000003,600001,9.932,90100
0916,2,0000000006,600001,11.601,70100
0920,1,0000000001,600001,9.966,80100
0922,2,0000000003,600001,11.236,40100
0921,1,0000000005,600001,10.174,90100
0918,2,0000000005,600001,11.401,20100
0924,1,0000000001,600001,10.336,30100
0916,2,0000000004,600001,11.692,40100
0921,1,0000000003,600001,10.295,40100
0925,2,0000000008,600001,11.775,40100
0915,1,0000000004,600001,10.214,20100
0915,2,0000000008,600001,11.703,20100
0921,1,0000000005,600001,10.404,10100
0915,2,0000000001,600001,11.457,20100
0915,1,0000000005,600001,10.455,50100
0918,2,0000000008,600001,11.826,30100
0921,1,0000000009,600001,9.922,80100
0923,2,0000000007,600001,11.778,70100
0923,1,0000000007,600001,10.006,90100
0923,2,0000000007,600001,11.223,50100
0923,1,0000000009,600001,10.386,70100
0925,2,0000000006,600001,11.515,50100
0919,1,0000000003,600001,9.939,10100
0919,2,0000000001,600001,11.814,80100
0924,1,0000000001,600001,10.000,80100
0922,2,0000000008,600001,11.637,90100
0925,1,0000000003,600001,9.999,30100
0922,2,0000000002,600001,11.726,30100
0919,1,0000000003,600001,10.040,90100
0925,2,0000000007,600001,11.161,30100
0916,1,0000000006,600001,9.942,20100
0924,2,0000000001,600001,11.648,60100
0917,1,0000000007,600001,10.011,60100
0917,2,0000000009,600001,11.307,90100
0918,1,0000000002,600001,9.980,80100
0915,2,0000000002,600001,11.290,70100
0925,1,0000000002,600001,10.457,50100
0918,2,0000000008,600001,11.557,40100
0923,1,0000000002,600001,10.036,30100
0920,2,0000000009,600001,11.540,60100
0922,1,0000000001,600001,9.921,90100
0920,2,0000000005,600001,11.618,30100
0916,1,0000000008,600001,10.488,60100
0922,2,0000000008,600001,11.534,60100
0925,1,0000000009,600001,10.162,90100
0923,2,0000000006,600001,11.686,10100
0921,1,0000000005,600001,9.923,90100
0925,2,0000000004,600001,11.415,90100
0920,1,0000000005,600001,10.119,50100
0920,2,0000000002,600001,11.417,20100
0916,1,0000000002,600001,10.395,40100
0924,2,0000000006,600001,11.612,40100
0916,1,0000000008,600001,9.930,10100
0918,2,0000000006,600001,11.197,70100
0917,1,0000000006,600001,10.079,10100
0915,2,0000000006,600001,11.407,50100
0925,1,0000000009,600001,10.306,10100
0923,2,0000000009,600001,11.317,10100
0916,1,0000000006,600001,10.032,90100
0916,2,0000000005,600001,11.212,90100
0925,1,0000000003,600001,9.951,10100
0916,2,0000000007,600001,11.851,100
0923,1,0000000008,600001,10.157,10100
0921,2,0000000002,600001,11.752,70100
0921,1,0000000003,600001,10.338,80100
0917,2,0000000006,600001,11.236,20100
0915,1,0000000008,600001,10.265,20100
0915,2,0000000001,600001,11.344,100
0923,1,0000000004,600001,10.141,50100
0925,2,0000000009,600001,11.161,30100
0924,1,0000000008,600001,9.943,90100
0921,2,0000000001,600001,11.284,30100
0919,1,0000000009,600001,10.012,10100
0921,2,0000000005,600001,11.346,80100
0918,1,0000000002,600001,9.924,60100
0918,2,0000000006,600001,11.337,70100
0922,1,0000000007,600001,10.013,20100
0916,2,0000000007,600001,11.441,10100
0924,1,0000000002,600001,10.457,30100
0921,2,0000000005,600001,11.728,30100
0925,1,0000000008,600001,10.207,30100
0925,2,0000000007,600001,11.614,20100
0921,1,0000000008,600001,9.981,50100
0917,2,0000000002,600001,11.636,40100
0916,1,0000000003,600001,10.487,40100
0920,2,0000000002,600001,11.450,100
0919,1,0000000008,600001,10.402,60100
0921,2,0000000006,600001,11.796,70100
0925,1,0000000005,600001,9.974,10100
0920,2,0000000004,600001,11.551,30100
0916,1,0000000009,600001,10.072,80100
0924,2,0000000009,600001,11.196,30100
0917,1,0000000003,600001,10.454,10100
0916,2,0000000003,600001,11.835,80100
0915,1,0000000009,600001,9.969,40100
0915,2,0000000001,600001,11.882,20100
0919,1,0000000005,600001,10.375,100
0922,2,0000000008,600001,11.750,30100
0919,1,0000000005,600001,9.981,30100
0915,2,0000000005,600001,11.470,70100
0920,1,0000000007,600001,10.094,60100
0925,2,0000000003,600001,11.175,80100
0925,1,0000000003,600001,9.990,90100
0915,2,0000000004,600001,11.753,70100
0919,1,0000000002,600001,10.075,70100
0915,2,0000000002,600001,11.637,80100
0915,1,0000000005,600001,10.062,50100
0918,2,0000000003,600001,11.815,10100
0916,1,0000000004,600001,10.140,20100
0920,2,0000000004,600001,11.826,40100
0924,1,0000000009,600001,10.037,40100
0920,2,0000000003,600001,11.648,90100
0920,1,0000000008,600001,10.076,40100
0922,2,0000000001,600001,11.413,60100
0921,1,0000000004,600001,10.020,40100
0919,2,0000000004,600001,11.475,30100
