600001,0000000004,0000000006,9.900,80100
600001,0000000005,0000000007,9.900,20100
600001,0000000005,0000000005,9.900,20000
600001,0000000008,0000000005,9.900,40100
600001,0000000008,0000000001,9.900,30000
600001,0000000003,0000000001,9.900,10100
600001,0000000003,0000000008,9.900,10100
600001,0000000003,0000000003,9.900,60100
600001,0000000003,0000000007,9.900,9800
600001,0000000003,0000000007,9.900,60300
600001,0000000003,0000000001,9.900,19800
600001,0000000007,0000000001,9.900,300
600001,0000000007,0000000006,9.900,29800
600001,0000000006,0000000006,9.900,300
600001,0000000006,0000000003,9.900,30100
600001,0000000006,0000000001,9.900,59700
600001,0000000007,0000000001,9.900,400
600001,0000000007,0000000004,9.900,19700
600001,0000000006,0000000004,9.900,60400
600001,0000000006,0000000005,9.900,9700
600001,0000000007,0000000005,9.900,60100
600001,0000000004,0000000005,9.900,300
600001,0000000004,0000000005,9.900,59800
600001,0000000008,0000000005,9.900,10300
600001,0000000008,0000000008,9.900,19800
600001,0000000006,0000000008,9.900,30100
600001,0000000008,0000000008,9.900,10200
600001,0000000008,0000000004,9.900,10100
600001,0000000008,0000000004,9.900,100
600001,0000000008,0000000002,9.900,19700
600001,0000000008,0000000002,9.900,50100
600001,0000000005,0000000002,9.900,300
600001,0000000005,0000000003,9.900,40100
600001,0000000005,0000000001,9.900,100
600001,0000000005,0000000002,9.900,49600
600001,0000000008,0000000002,9.900,40500
600001,0000000008,0000000001,9.900,29600
600001,0000000007,0000000001,9.900,10500
600001,0000000007,0000000002,9.900,30100
600001,0000000007,0000000002,9.900,19500
600001,0000000008,0000000002,9.900,10100
600001,0000000009,0000000002,9.900,10500
600001,0000000009,0000000005,9.900,39600
600001,0000000005,0000000005,9.900,50100
600001,0000000008,0000000005,9.900,400
600001,0000000008,0000000004,9.900,10100
600001,0000000008,0000000009,9.900,19600
600001,0000000003,0000000009,9.900,20500
600001,0000000003,0000000005,9.900,19600
600001,0000000007,0000000005,9.900,60500
600001,0000000007,0000000004,9.900,9600
600001,0000000006,0000000004,9.900,30100
600001,0000000006,0000000004,9.900,100
600001,0000000004,0000000004,9.900,10100
600001,0000000006,0000000004,9.900,20100
600001,0000000002,0000000004,9.900,20100
600001,0000000002,0000000001,9.900,30000
600001,0000000002,0000000001,9.900,10100
600001,0000000008,0000000001,9.900,30000
600001,0000000008,0000000003,9.900,20100
600001,0000000001,0000000009,9.900,20100
600001,0000000001,0000000007,9.900,70000
600001,0000000001,0000000007,9.900,100
600001,0000000001,0000000009,9.900,20100
600001,0000000001,0000000002,9.900,100
600001,0000000001,0000000008,9.900,10100
600001,0000000001,0000000007,9.900,29700
600001,0000000001,0000000007,9.900,400
600001,0000000001,0000000005,9.900,69700
600001,0000000009,0000000005,9.900,10400
600001,0000000009,0000000006,9.900,60100
600001,0000000009,0000000004,9.900,9600
600001,0000000007,0000000004,9.900,10100
600001,0000000002,0000000004,9.900,60400
600001,0000000002,0000000007,9.900,29700
600001,0000000002,0000000007,9.901,30100
600001,0000000007,0000000007,9.901,20300
600001,0000000007,0000000008,9.901,19800
600001,0000000001,0000000008,9.901,10100
600001,0000000003,0000000008,9.901,20200
600001,0000000003,0000000003,9.901,10100
600001,0000000003,0000000004,9.901,19800
600001,0000000009,0000000004,9.901,300
600001,0000000009,0000000003,9.901,10100
600001,0000000009,0000000004,9.901,100
600001,0000000009,0000000005,9.901,49600
600001,0000000007,0000000005,9.901,500
600001,0000000007,0000000006,9.901,20100
600001,0000000007,0000000005,9.901,49500
600001,0000000009,0000000005,9.901,20600
600001,0000000009,0000000002,9.901,100
600001,0000000009,0000000002,9.901,100
600001,0000000009,0000000005,9.901,49300
600001,0000000007,0000000005,9.901,800
600001,0000000007,0000000007,9.901,89300
600001,0000000007,0000000007,9.901,800
600001,0000000007,0000000002,9.901,39300
600001,0000000001,0000000002,9.901,800
600001,0000000001,0000000001,9.901,79300
600001,0000000002,0000000001,9.901,10800
600001,0000000002,0000000009,9.901,100
600001,0000000002,0000000008,9.901,30100
600001,0000000002,0000000007,9.901,9100
600001,0000000005,0000000007,9.901,60100
600001,0000000003,0000000007,9.901,20100
600001,0000000004,0000000007,9.901,800
600001,0000000004,0000000002,9.901,80100
600001,0000000004,0000000001,9.901,9200
600001,0000000005,0000000001,9.901,100
600001,0000000009,0000000001,9.901,30800
600001,0000000009,0000000001,9.901,50100
600001,0000000009,0000000008,9.901,9200
600001,0000000003,0000000008,9.901,30900
600001,0000000003,0000000002,9.901,49200
600001,0000000006,0000000002,9.901,900
600001,0000000006,0000000008,9.901,49200
600001,0000000006,0000000008,9.901,40900
600001,0000000006,0000000002,9.901,49200
600001,0000000005,0000000002,9.901,10100
600001,0000000005,0000000002,9.901,30800
600001,0000000005,0000000004,9.901,9300
600001,0000000008,0000000004,9.901,20800
600001,0000000008,0000000009,9.901,50100
600001,0000000008,0000000009,9.901,19200
600001,0000000008,0000000009,9.901,10900
600001,0000000008,0000000004,9.901,100
600001,0000000008,0000000001,9.901,40100
600001,0000000008,0000000001,9.901,100
600001,0000000008,0000000009,9.901,28900
600001,0000000006,0000000009,9.901,10100
600001,0000000005,0000000009,9.901,41100
600001,0000000005,0000000008,9.901,39000
600001,0000000003,0000000008,9.901,1100
600001,0000000003,0000000006,9.901,100
600001,0000000003,0000000008,9.901,38900
600001,0000000008,0000000008,9.901,31200
600001,0000000008,0000000005,9.901,48900
600001,0000000006,0000000005,9.901,1200
600001,0000000006,0000000007,9.901,10100
600001,0000000006,0000000002,9.901,68800
600001,0000000009,0000000002,9.901,1300
600001,0000000009,0000000008,9.901,100
600001,0000000009,0000000009,9.901,30100
600001,0000000009,0000000003,9.901,40100
600001,0000000009,0000000001,9.901,18500
600001,0000000003,0000000001,9.901,61600
600001,0000000003,0000000008,9.901,8500
600001,0000000001,0000000008,9.901,21600
600001,0000000001,0000000002,9.901,18500
600001,0000000006,0000000002,9.901,50100
600001,0000000003,0000000002,9.901,1500
600001,0000000003,0000000009,9.901,20100
600001,0000000003,0000000002,9.901,28500
600001,0000000001,0000000002,9.901,51600
600001,0000000001,0000000004,9.901,100
600001,0000000001,0000000003,9.901,38400
600001,0000000003,0000000003,9.901,1700
600001,0000000003,0000000002,9.901,8400
600001,0000000002,0000000002,9.901,1700
600001,0000000002,0000000002,9.901,8400
600001,0000000005,0000000002,9.901,80100
600001,0000000006,0000000002,9.901,1600
600001,0000000006,0000000009,9.901,18500
600001,0000000003,0000000009,9.901,10100
600001,0000000006,0000000009,9.901,41500
600001,0000000006,0000000004,9.901,28600
600001,0000000009,0000000004,9.901,20100
600001,0000000002,0000000004,9.901,1400
600001,0000000002,0000000001,9.901,10100
600001,0000000002,0000000005,9.901,100
600001,0000000002,0000000007,9.901,18500
600001,0000000009,0000000007,9.901,20100
600001,0000000001,0000000007,9.901,51500
600001,0000000001,0000000004,9.901,18600
600001,0000000002,0000000004,9.901,11500
600001,0000000002,0000000004,9.901,60100
600001,0000000002,0000000007,9.901,18500
600001,0000000002,0000000007,9.901,41600
600001,0000000002,0000000005,9.901,18500
600001,0000000009,0000000005,9.901,31600
600001,0000000009,0000000001,9.901,8500
600001,0000000003,0000000001,9.901,40100
600001,0000000005,0000000001,9.901,21500
600001,0000000005,0000000007,9.901,38600
600001,0000000005,0000000007,9.901,41500
600001,0000000005,0000000009,9.901,20100
600001,0000000005,0000000007,9.901,8500
600001,0000000009,0000000007,9.901,21600
600001,0000000009,0000000002,9.901,8500
600001,0000000007,0000000002,9.901,41600
600001,0000000007,0000000003,9.901,28500
600001,0000000005,0000000003,9.901,11600
600001,0000000005,0000000005,9.901,50100
600001,0000000005,0000000009,9.901,100
600001,0000000005,0000000002,9.901,100
600001,0000000005,0000000009,9.901,8200
600001,0000000007,0000000009,9.901,50100
600001,0000000008,0000000009,9.901,11800
600001,0000000008,0000000004,9.901,18300
600001,0000000007,0000000004,9.901,41800
600001,0000000007,0000000003,9.901,20100
600001,0000000007,0000000002,9.901,18200
600001,0000000009,0000000002,9.901,20100
600001,0000000006,0000000002,9.901,21800
600001,0000000006,0000000006,9.901,48300
600001,0000000004,0000000006,9.901,10100
600001,0000000007,0000000006,9.901,1700
600001,0000000007,0000000007,9.901,60100
600001,0000000007,0000000009,9.901,28300
600001,0000000008,0000000009,9.901,10100
600001,0000000008,0000000009,9.901,21700
600001,0000000008,0000000006,9.901,68400
600001,0000000008,0000000006,9.901,1700
600001,0000000008,0000000006,9.901,70100
600001,0000000008,0000000009,9.901,18300
600001,0000000002,0000000009,9.901,60100
600001,0000000004,0000000009,9.901,10100
600001,0000000005,0000000009,9.901,1600
600001,0000000005,0000000007,9.901,100
600001,0000000005,0000000003,9.901,10100
600001,0000000005,0000000002,9.901,50100
600001,0000000005,0000000005,9.901,18200
600001,0000000008,0000000005,9.901,1900
600001,0000000008,0000000008,9.901,10100
600001,0000000008,0000000001,9.901,10100
600001,0000000008,0000000004,9.901,58000
600001,0000000006,0000000004,9.901,2100
600001,0000000006,0000000004,9.901,50100
600001,0000000006,0000000003,9.901,27900
600001,0000000003,0000000003,9.901,40100
600001,0000000003,0000000003,9.901,22100
600001,0000000003,0000000002,9.901,68000
600001,0000000006,0000000002,9.901,2100
600001,0000000006,0000000002,9.901,100
600001,0000000006,0000000009,9.901,17900
600001,0000000007,0000000009,9.901,12200
600001,0000000007,0000000009,9.901,20100
600001,0000000007,0000000001,9.901,37800
600001,0000000002,0000000001,9.901,30100
600001,0000000001,0000000001,9.901,2200
600001,0000000001,0000000008,9.901,100
600001,0000000001,0000000004,9.901,10100
600001,0000000001,0000000006,9.901,7700
600001,0000000004,0000000006,9.901,30100
600001,0000000009,0000000006,9.901,10100
600001,0000000004,0000000006,9.901,32200
600001,0000000004,0000000004,9.901,7900
600001,0000000004,0000000004,9.901,30100
600001,0000000001,0000000004,9.901,100
600001,0000000004,0000000004,9.901,20100
600001,0000000009,0000000004,9.901,11900
600001,0000000009,0000000008,9.901,50100
600001,0000000009,0000000008,9.901,28100
600001,0000000004,0000000008,9.901,32000
600001,0000000004,0000000008,9.901,100
600001,0000000004,0000000004,9.901,48000
600001,0000000003,0000000004,9.901,100
600001,0000000002,0000000004,9.901,22000
600001,0000000002,0000000004,9.901,18100
600001,0000000008,0000000004,9.901,10100
600001,0000000006,0000000004,9.901,41900
600001,0000000006,0000000007,9.901,8200
600001,0000000004,0000000007,9.901,41900
